"","X","Name_lc","tax","kingdom","phylum","class","order","family","genus","species","verbatimScientificName","SpeciesChecked"
"6979",11240,"Calopteryx splendens","insect","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx splendens","Calopteryx splendens","Calopteryx splendens"
"6980",11246,"Calopteryx virgo","insect","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx virgo","Calopteryx virgo","Calopteryx virgo"
"6981",11252,"Calvia quattuordecimguttata","insect","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Calvia","Calvia quattuordecimguttata","Calvia quattuordecimguttata","Calvia quattuordecimguttata"
"6982",11261,"Carabus granulatus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabus","Carabus granulatus","Carabus granulatus","Carabus granulatus"
"6983",11262,"Carabus nemoralis","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabus","Carabus nemoralis","Carabus nemoralis","Carabus nemoralis"
"6984",11263,"Carabus violaceus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabus","Carabus violaceus","Carabus violaceus","Carabus violaceus"
"6985",11264,"Caradrina morpheus","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Caradrina","Caradrina morpheus","Caradrina morpheus","Caradrina morpheus"
"6986",11271,"Carsia sororiata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Carsia","Carsia sororiata","Carsia sororiata","Carsia sororiata"
"6987",11272,"Catarhoe cuculata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Catarhoe","Catarhoe cuculata","Catarhoe cuculata","Catarhoe cuculata"
"6988",11283,"Catocala nupta","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala nupta","Catocala nupta","Catocala nupta"
"6989",11289,"Celaena leucostigma","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Helotropha","Helotropha leucostigma","Helotropha leucostigma","Helotropha leucostigma"
"6990",11296,"Centromerita bicolor","other","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Centromerita","Centromerita bicolor","Centromerita bicolor","Centromerita bicolor"
"6991",11297,"Centromerita concinna","other","Animalia","Arthropoda","Arachnida","Linyphiidae","Centromerita","Centromerita concinna","Centromerita concinna","Centromerita concinna","Centromerita concinna"
"6992",11298,"Centromerus dilutus","other","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Centromerus","Centromerus dilutus","Centromerus dilutus","Centromerus dilutus"
"6993",11299,"Centromerus sylvaticus","other","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Centromerus","Centromerus sylvaticus","Centromerus sylvaticus","Centromerus sylvaticus"
"6994",11312,"Ceratinella brevipes","other","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Ceratinella","Ceratinella brevipes","Ceratinella brevipes","Ceratinella brevipes"
"6995",11313,"Ceratinella brevis","other","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Ceratinella","Ceratinella brevis","Ceratinella brevis","Ceratinella brevis"
"6996",11314,"Cerceris arenaria","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Cerceris","Cerceris arenaria","Cerceris arenaria","Cerceris arenaria"
"6997",11316,"Cerceris ruficornis","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Cerceris","Cerceris ruficornis","Cerceris ruficornis","Cerceris ruficornis"
"6998",11318,"Cerceris rybyensis","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Cerceris","Cerceris rybyensis","Cerceris rybyensis","Cerceris rybyensis"
"6999",11320,"Ceriagrion tenellum","insect","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ceriagrion","Ceriagrion tenellum","Ceriagrion tenellum","Ceriagrion tenellum"
"7000",11326,"Cerura vinula","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Cerura","Cerura vinula","Cerura vinula","Cerura vinula"
"7001",11329,"Cettia cetti","bird","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Cettia","Cettia cetti","Cettia cetti","Cettia cetti"
"7002",11332,"Chalcosyrphus nemorum","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chalcosyrphus","Chalcosyrphus nemorum","Chalcosyrphus nemorum","Chalcosyrphus nemorum"
"7003",11347,"Charissa obscurata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Charissa","Charissa obscurata","Charissa obscurata","Charissa obscurata"
"7004",11353,"Cheilosia albipila","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia albipila","Cheilosia albipila","Cheilosia albipila"
"7005",11355,"Cheilosia albitarsis","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia albitarsis","Cheilosia albitarsis","Cheilosia albitarsis"
"7006",11359,"Cheilosia antiqua","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia antiqua","Cheilosia antiqua","Cheilosia antiqua"
"7007",11362,"Cheilosia bergenstammi","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia bergenstammi","Cheilosia bergenstammi","Cheilosia bergenstammi"
"7008",11365,"Cheilosia fraterna","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia fraterna","Cheilosia fraterna","Cheilosia fraterna"
"7009",11368,"Cheilosia griseiventris","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia griseiventris","Cheilosia griseiventris","Cheilosia griseiventris"
"7010",11370,"Cheilosia grossa","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia grossa","Cheilosia grossa","Cheilosia grossa"
"7011",11373,"Cheilosia illustrata","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia illustrata","Cheilosia illustrata","Cheilosia illustrata"
"7012",11374,"Cheilosia impressa","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia impressa","Cheilosia impressa","Cheilosia impressa"
"7013",11377,"Cheilosia lasiopa","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia lasiopa","Cheilosia lasiopa","Cheilosia lasiopa"
"7014",11380,"Cheilosia latifrons","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia latifrons","Cheilosia latifrons","Cheilosia latifrons"
"7015",11382,"Cheilosia longula","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia longula","Cheilosia longula","Cheilosia longula"
"7016",11383,"Cheilosia pagana","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia pagana","Cheilosia pagana","Cheilosia pagana"
"7017",11386,"Cheilosia proxima","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia proxima","Cheilosia proxima","Cheilosia proxima"
"7018",11389,"Cheilosia scutellata","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia scutellata","Cheilosia scutellata","Cheilosia scutellata"
"7019",11392,"Cheilosia soror","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia soror","Cheilosia soror","Cheilosia soror"
"7020",11395,"Cheilosia urbana","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia urbana","Cheilosia urbana","Cheilosia urbana"
"7021",11396,"Cheilosia variabilis","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia variabilis","Cheilosia variabilis","Cheilosia variabilis"
"7022",11400,"Cheilosia vernalis","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia vernalis","Cheilosia vernalis","Cheilosia vernalis"
"7023",11403,"Cheilosia vulpina","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Cheilosia","Cheilosia vulpina","Cheilosia vulpina","Cheilosia vulpina"
"7024",11406,"Chelostoma campanularum","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Chelostoma","Chelostoma campanularum","Chelostoma campanularum","Chelostoma campanularum"
"7025",11408,"Chelostoma florisomne","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Chelostoma","Chelostoma florisomne","Chelostoma florisomne","Chelostoma florisomne"
"7026",11416,"Chiasmia clathrata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia clathrata","Chiasmia clathrata","Chiasmia clathrata"
"7027",11420,"Chilocorus bipustulatus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Chilocorus","Chilocorus bipustulatus","Chilocorus bipustulatus","Chilocorus bipustulatus"
"7028",11423,"Chilocorus renipustulatus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Chilocorus","Chilocorus renipustulatus","Chilocorus renipustulatus","Chilocorus renipustulatus"
"7029",11425,"Chilodes maritimus","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Chilodes","Chilodes maritimus","Chilodes maritimus","Chilodes maritimus"
"7030",11431,"Chlaenius nigricornis","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Chlaenius","Chlaenius nigricornis","Chlaenius nigricornis","Chlaenius nigricornis"
"7031",11432,"Chlaenius vestitus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Chlaenius","Chlaenius vestitus","Chlaenius vestitus","Chlaenius vestitus"
"7032",11433,"Chloroclysta miata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chloroclysta","Chloroclysta miata","Chloroclysta miata","Chloroclysta miata"
"7033",11434,"Chloroclysta siterata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chloroclysta","Chloroclysta siterata","Chloroclysta siterata","Chloroclysta siterata"
"7034",11439,"Chloromyia formosa","insect","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Chloromyia","Chloromyia formosa","Chloromyia formosa","Chloromyia formosa"
"7035",11440,"Choerades marginatus","insect","Animalia","Arthropoda","Insecta","Diptera","Asilidae","Lamyra","Lamyra marginata","Lamyra marginata","Lamyra marginata"
"7036",11441,"Chorisops nagatomii","insect","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Chorisops","Chorisops nagatomii","Chorisops nagatomii","Chorisops nagatomii"
"7037",11442,"Chorisops tibialis","insect","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Chorisops","Chorisops tibialis","Chorisops tibialis","Chorisops tibialis"
"7038",11444,"Chorosoma schillingi","insect","Animalia","Arthropoda","Insecta","Hemiptera","Rhopalidae","Chorosoma","Chorosoma schillingi","Chorosoma schillingi","Chorosoma schillingi"
"7039",11445,"Chorthippus albomarginatus","insect","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Chorthippus","Chorthippus albomarginatus","Chorthippus albomarginatus","Chorthippus albomarginatus"
"7040",11449,"Chorthippus brunneus","insect","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Chorthippus","Chorthippus brunneus","Chorthippus brunneus","Chorthippus brunneus"
"7041",11452,"Chorthippus parallelus","insect","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Chorthippus","Chorthippus parallelus","Chorthippus parallelus","Chorthippus parallelus"
"7042",11456,"Chortodes elymi","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Longalatedes","Longalatedes elymi","Longalatedes elymi","Longalatedes elymi"
"7043",11457,"Chortodes fluxa","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Photedes","Photedes fluxa","Photedes fluxa","Photedes fluxa"
"7044",11460,"Chortodes pygmina","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Denticucullus","Denticucullus pygmina","Denticucullus pygmina","Denticucullus pygmina"
"7045",11461,"Chrysis angustula","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis angustula","Chrysis angustula","Chrysis angustula"
"7046",11462,"Chrysis impressa","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis impressa","Chrysis impressa","Chrysis impressa"
"7047",11463,"Chrysis viridula","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis viridula","Chrysis viridula","Chrysis viridula"
"7048",11464,"Chrysogaster cemiteriorum","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster coemiteriorum","Chrysogaster coemiteriorum","Chrysogaster coemiteriorum"
"7049",11467,"Chrysogaster solstitialis","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster solstitialis","Chrysogaster solstitialis","Chrysogaster solstitialis"
"7050",11471,"Chrysogaster virescens","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster virescens","Chrysogaster virescens","Chrysogaster virescens"
"7051",11473,"Chrysopilus asiliformis","insect","Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus asiliformis","Chrysopilus asiliformis","Chrysopilus asiliformis"
"7052",11475,"Chrysopilus cristatus","insect","Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus cristatus","Chrysopilus cristatus","Chrysopilus cristatus"
"7053",11476,"Chrysops caecutiens","insect","Animalia","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops caecutiens","Chrysops caecutiens","Chrysops caecutiens"
"7054",11478,"Chrysops viduatus","insect","Animalia","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops viduatus","Chrysops viduatus","Chrysops viduatus"
"7055",11480,"Chrysotoxum arcuatum","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum arcuatum","Chrysotoxum arcuatum","Chrysotoxum arcuatum"
"7056",11481,"Chrysotoxum bicinctum","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum bicinctum","Chrysotoxum bicinctum","Chrysotoxum bicinctum"
"7057",11485,"Chrysotoxum cautum","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum cautum","Chrysotoxum cautum","Chrysotoxum cautum"
"7058",11489,"Chrysotoxum elegans","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum elegans","Chrysotoxum elegans","Chrysotoxum elegans"
"7059",11491,"Chrysotoxum festivum","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum festivum","Chrysotoxum festivum","Chrysotoxum festivum"
"7060",11494,"Chrysotoxum verralli","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum verralli","Chrysotoxum verralli","Chrysotoxum verralli"
"7061",11508,"Cleorodes lichenaria","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cleorodes","Cleorodes lichenaria","Cleorodes lichenaria","Cleorodes lichenaria"
"7062",11513,"Clivina collaris","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Clivina","Clivina collaris","Clivina collaris","Clivina collaris"
"7063",11514,"Clivina fossor","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Clivina","Clivina fossor","Clivina fossor","Clivina fossor"
"7064",11515,"Clostera curtula","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Clostera","Clostera curtula","Clostera curtula","Clostera curtula"
"7065",11521,"Clostera pigra","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Clostera","Clostera pigra","Clostera pigra","Clostera pigra"
"7066",11525,"Clubiona comta","other","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona comta","Clubiona comta","Clubiona comta"
"7067",11526,"Clubiona corticalis","other","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona corticalis","Clubiona corticalis","Clubiona corticalis"
"7068",11527,"Clubiona diversa","other","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona diversa","Clubiona diversa","Clubiona diversa"
"7069",11528,"Clubiona lutescens","other","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona lutescens","Clubiona lutescens","Clubiona lutescens"
"7070",11529,"Clubiona phragmitis","other","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona phragmitis","Clubiona phragmitis","Clubiona phragmitis"
"7071",11531,"Clubiona reclusa","other","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona reclusa","Clubiona reclusa","Clubiona reclusa"
"7072",11533,"Clubiona stagnatilis","other","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona stagnatilis","Clubiona stagnatilis","Clubiona stagnatilis"
"7073",11534,"Clubiona subtilis","other","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona subtilis","Clubiona subtilis","Clubiona subtilis"
